lat,longitude,magnitude of bed shear stress (N/m^2)
24.72500000000,89.63870000000,0.06917677
24.71960000000,89.64070000000,0.069136376
24.71410000000,89.64280000000,0.065995196
24.70870000000,89.64480000000,0.058335736
24.70340000000,89.64690000000,0.093081071
24.69830000000,89.64890000000,0.143517251
24.69350000000,89.65100000000,0.17486532
24.68900000000,89.65300000000,0.189314117
24.68480000000,89.65500000000,0.17990654
24.68080000000,89.65700000000,0.1928797
24.67690000000,89.65890000000,0.197352076
24.67300000000,89.66090000000,0.180536984
24.66910000000,89.66280000000,0.178151294
24.66520000000,89.66470000000,0.192801209
24.66130000000,89.66640000000,0.214921153
24.65720000000,89.66800000000,0.233593351
24.65280000000,89.66950000000,0.234103822
24.64780000000,89.67090000000,0.200963864
24.64230000000,89.67200000000,0.207511932
24.63640000000,89.67290000000,0.200153624
24.63030000000,89.67350000000,0.124129733
24.62410000000,89.67400000000,0.088307482
24.61780000000,89.67460000000,0.068702036
24.61150000000,89.67550000000,0.056565346
24.60530000000,89.67670000000,0.04903832
24.59980000000,89.67820000000,0.045126172
24.59500000000,89.67970000000,0.043747173
24.59090000000,89.68110000000,0.043769724
24.58700000000,89.68240000000,0.044497338
24.58250000000,89.68400000000,0.045571045
24.57740000000,89.68590000000,0.046424947
24.57170000000,89.68800000000,0.046920544
24.56540000000,89.69040000000,0.047786669
24.55850000000,89.69290000000,0.049550823
24.55060000000,89.69550000000,0.051265644
24.54190000000,89.69820000000,0.050366814
24.53240000000,89.70100000000,0.046623128
24.52280000000,89.70380000000,0.043401655
24.51360000000,89.70680000000,0.041470759
24.50520000000,89.70990000000,0.04045508
24.49810000000,89.71280000000,0.042746201
24.49240000000,89.71530000000,0.045875418
24.48800000000,89.71730000000,0.048963523
24.48420000000,89.71910000000,0.055845389
24.48030000000,89.72090000000,0.065253967
24.47620000000,89.72270000000,0.074100032
24.47190000000,89.72440000000,0.077654507
24.46720000000,89.72580000000,0.073742478
24.46240000000,89.72690000000,0.067188217
24.45720000000,89.72760000000,0.056916672
24.45180000000,89.72780000000,0.049128987
24.44610000000,89.72780000000,0.054137803
24.44030000000,89.72770000000,0.025770364
24.42850000000,89.72720000000,6.88E-26
24.42240000000,89.72710000000,2.38E-25
24.41610000000,89.72700000000,7.65E-25
24.40950000000,89.72710000000,6.32E-25
24.40280000000,89.72730000000,4.79E-25
24.39580000000,89.72780000000,5.93E-25
24.38860000000,89.72840000000,6.75E-25
24.38110000000,89.72910000000,1.25E-24
24.37320000000,89.72960000000,2.87E-24
24.36520000000,89.72970000000,8.92E-24
24.35710000000,89.72940000000,4.89E-24
24.34900000000,89.72870000000,4.10E-25
24.34120000000,89.72780000000,1.28E-24
24.33360000000,89.72670000000,3.09E-24
24.32620000000,89.72570000000,8.00E-25
24.31910000000,89.72470000000,8.98E-25
24.31210000000,89.72380000000,7.71E-25
24.30530000000,89.72300000000,4.13E-25
24.29870000000,89.72220000000,5.17E-25
24.29210000000,89.72140000000,9.07E-26
24.28560000000,89.72050000000,1.52E-25
24.27910000000,89.71950000000,3.01E-26
24.27250000000,89.71850000000,3.12E-26
24.26590000000,89.71760000000,1.46E-26
24.25920000000,89.71670000000,2.52E-26
24.25260000000,89.71600000000,2.60E-25
24.24620000000,89.71540000000,8.62E-25
24.23990000000,89.71480000000,6.42E-25
24.22690000000,89.71260000000,0.007990458
24.22010000000,89.71080000000,0.019282823
24.21320000000,89.70900000000,0.022238089
24.20610000000,89.70750000000,0.02239563
24.19930000000,89.70660000000,0.022727449
24.19290000000,89.70630000000,0.024159454
24.18740000000,89.70630000000,0.026634234
24.18260000000,89.70630000000,0.030927657
24.17790000000,89.70600000000,0.036438891
24.17280000000,89.70500000000,0.040015105
24.16710000000,89.70340000000,0.039433984
24.16100000000,89.70110000000,0.036514384
24.15440000000,89.69850000000,0.031091
24.14760000000,89.69610000000,0.025161814
24.14060000000,89.69390000000,0.023341179
24.13360000000,89.69220000000,0.027876313
24.12640000000,89.69090000000,0.042480849
24.11910000000,89.69010000000,0.049636162
24.11180000000,89.68960000000,0.043929338
24.10410000000,89.68910000000,0.035466944
24.09610000000,89.68840000000,0.028603188
24.08740000000,89.68700000000,0.023660098
24.07810000000,89.68490000000,0.021377799
24.06820000000,89.68230000000,0.021227401
24.05810000000,89.67950000000,0.022508037
24.04810000000,89.67700000000,0.028353199
24.03850000000,89.67500000000,0.029053
24.02970000000,89.67350000000,0.028431858
24.02190000000,89.67240000000,0.029070568
24.01480000000,89.67160000000,0.028527204
24.00840000000,89.67090000000,0.030092594
24.00280000000,89.67030000000,0.029557062
23.99750000000,89.66960000000,0.028965575
23.99250000000,89.66880000000,0.027686184
23.98740000000,89.66790000000,0.025202345
23.98250000000,89.66710000000,0.022077607
23.97760000000,89.66640000000,0.019409033
23.97280000000,89.66580000000,0.017497708
23.96800000000,89.66550000000,0.016347679
23.96320000000,89.66530000000,0.015919443
23.95820000000,89.66520000000,0.016178887
23.95310000000,89.66530000000,0.017018365
23.94770000000,89.66560000000,0.018127098
23.94230000000,89.66590000000,0.019501827
23.93680000000,89.66640000000,0.0218718
23.93120000000,89.66690000000,0.024668642
23.92560000000,89.66740000000,0.026825331
23.91990000000,89.66800000000,0.028299922
23.91420000000,89.66870000000,0.029200809
23.90860000000,89.66950000000,0.030008335
23.90330000000,89.67040000000,0.034241955
23.89830000000,89.67140000000,0.037992257
23.89350000000,89.67250000000,0.037240913
23.88880000000,89.67380000000,0.035545483
23.88390000000,89.67520000000,0.035043362
23.87870000000,89.67680000000,0.035573341
23.87340000000,89.67850000000,0.035590583
23.86810000000,89.68030000000,0.034851532
23.86290000000,89.68200000000,0.03426248
23.85780000000,89.68370000000,0.032811901
23.85260000000,89.68540000000,0.030215568
23.84740000000,89.68710000000,0.027724742
23.84230000000,89.68870000000,0.027689448
23.83740000000,89.69000000000,0.030593869
23.83270000000,89.69120000000,0.034147408
23.82810000000,89.69200000000,0.029663559
25.82440000000,89.75830000000,0
25.82270000000,89.75760000000,0
25.82090000000,89.75680000000,0
25.81910000000,89.75610000000,0
25.81720000000,89.75540000000,7.18E-09
25.81530000000,89.75470000000,3.10E-11
25.81350000000,89.75410000000,6.36E-09
25.81180000000,89.75360000000,2.04E-08
25.81010000000,89.75300000000,6.00E-08
25.80840000000,89.75250000000,4.48E-09
25.80670000000,89.75200000000,3.86E-08
25.80510000000,89.75160000000,2.24E-08
25.80350000000,89.75120000000,2.83E-08
25.80190000000,89.75080000000,4.11E-09
25.80050000000,89.75050000000,8.69E-10
25.79910000000,89.75020000000,7.09E-09
25.79770000000,89.74990000000,1.37E-10
25.79630000000,89.74960000000,9.24E-08
25.79500000000,89.74930000000,5.15E-09
25.79380000000,89.74910000000,2.79E-09
25.79250000000,89.74880000000,3.47E-08
25.79130000000,89.74860000000,1.33E-08
25.79000000000,89.74830000000,1.36E-08
25.78860000000,89.74800000000,3.72E-08
25.78710000000,89.74780000000,1.46E-08
25.78550000000,89.74750000000,0
25.78390000000,89.74720000000,0
25.78210000000,89.74690000000,0
25.78040000000,89.74650000000,8.85E-10
25.77860000000,89.74620000000,1.53E-08
25.77680000000,89.74580000000,0.232363077
25.77500000000,89.74540000000,0.312241143
25.77320000000,89.74500000000,0.439714236
25.77150000000,89.74460000000,0.455755522
25.77000000000,89.74410000000,0.391945407
25.76850000000,89.74370000000,0.664896255
25.76710000000,89.74330000000,7.90E-09
25.76570000000,89.74290000000,5.21E-09
25.76430000000,89.74240000000,5.26E-11
25.76290000000,89.74190000000,1.68E-08
25.76140000000,89.74130000000,1.55E-09
25.75990000000,89.74080000000,1.26E-08
25.75840000000,89.74020000000,3.46E-08
25.75700000000,89.73960000000,5.35E-08
25.75550000000,89.73900000000,1.16E-07
25.75390000000,89.73830000000,3.55E-09
25.75220000000,89.73750000000,9.32E-08
25.75050000000,89.73680000000,6.45E-08
25.74880000000,89.73600000000,1.12E-07
25.74710000000,89.73520000000,8.55E-08
25.74540000000,89.73440000000,2.61E-09
25.74380000000,89.73360000000,8.59E-08
25.74210000000,89.73270000000,8.83E-09
25.74010000000,89.73160000000,7.17E-08
25.73780000000,89.73040000000,2.82E-08
25.73520000000,89.72900000000,1.08E-08
25.73260000000,89.72780000000,3.53E-08
25.72210000000,89.72310000000,5.62E-26
25.72040000000,89.72230000000,2.98E-25
25.71880000000,89.72170000000,1.56E-24
25.71740000000,89.72110000000,1.41E-24
25.71620000000,89.72060000000,3.71E-24
25.71510000000,89.72020000000,3.77E-24
25.71390000000,89.71970000000,1.58E-24
25.71270000000,89.71920000000,5.77E-25
25.71140000000,89.71880000000,4.00E-25
25.71010000000,89.71820000000,8.99E-25
25.70860000000,89.71770000000,1.40E-24
25.70710000000,89.71720000000,7.32E-25
25.70560000000,89.71670000000,1.16E-24
25.70400000000,89.71620000000,1.64E-24
25.70240000000,89.71570000000,1.13E-24
25.70080000000,89.71520000000,2.22E-25
25.69910000000,89.71460000000,7.64E-26
25.69750000000,89.71410000000,1.72E-25
25.69580000000,89.71360000000,1.85E-25
25.69410000000,89.71310000000,4.36E-25
25.69240000000,89.71260000000,5.11E-25
25.69080000000,89.71210000000,3.61E-25
25.68910000000,89.71160000000,2.20E-25
25.68730000000,89.71120000000,2.48E-25
25.68560000000,89.71070000000,3.08E-25
25.68380000000,89.71040000000,1.09E-24
25.68220000000,89.71010000000,1.63E-24
25.68070000000,89.70980000000,1.15E-24
25.67920000000,89.70960000000,1.20E-24
25.67760000000,89.70940000000,8.27E-25
25.67590000000,89.70910000000,3.06E-25
25.67390000000,89.70890000000,5.26E-26
25.67190000000,89.70870000000,1.01E-25
25.66960000000,89.70850000000,1.10E-25
25.66500000000,89.70830000000,4.67E-11
25.66270000000,89.70820000000,4.08E-10
25.66040000000,89.70820000000,5.06E-08
25.65810000000,89.70810000000,1.93E-08
25.65570000000,89.70790000000,2.51E-07
25.65330000000,89.70770000000,4.13E-08
25.65070000000,89.70750000000,8.19E-08
25.64810000000,89.70720000000,3.33E-08
25.64550000000,89.70680000000,5.93E-08
25.64300000000,89.70650000000,2.35E-08
25.64060000000,89.70610000000,7.58E-08
25.63850000000,89.70580000000,0
25.63650000000,89.70550000000,0
25.63480000000,89.70520000000,0
25.63330000000,89.70500000000,0
25.63180000000,89.70480000000,0
25.63050000000,89.70460000000,0
25.62910000000,89.70440000000,0
25.62780000000,89.70420000000,0
25.62630000000,89.70400000000,0
25.62470000000,89.70380000000,0
25.62280000000,89.70350000000,0
25.62060000000,89.70320000000,3.38E-09
25.61830000000,89.70280000000,0
25.61580000000,89.70240000000,1.94E-08
25.61340000000,89.70200000000,0.26552117
25.61100000000,89.70160000000,0.717317551
25.60870000000,89.70120000000,1.463942799
25.60650000000,89.70080000000,2.02420459
25.60450000000,89.70030000000,2.247815555
25.60270000000,89.69990000000,2.487920301
25.60100000000,89.69950000000,2.664964037
25.59940000000,89.69910000000,2.767582887
25.59790000000,89.69870000000,2.83943843
25.59630000000,89.69820000000,2.910548252
25.59470000000,89.69780000000,2.988504842
25.59310000000,89.69750000000,3.066666739
25.59160000000,89.69720000000,3.134964549
25.59000000000,89.69680000000,3.176107848
25.58830000000,89.69650000000,3.183265256
25.58650000000,89.69620000000,3.182786811
25.58480000000,89.69600000000,3.198731544
25.58310000000,89.69570000000,3.218275917
25.58160000000,89.69550000000,3.226062584
25.58010000000,89.69540000000,3.205795884
25.57860000000,89.69520000000,3.159532717
25.57710000000,89.69500000000,3.098227644
25.57550000000,89.69470000000,3.011970352
25.57380000000,89.69450000000,2.913337482
25.57200000000,89.69420000000,2.845135294
25.57020000000,89.69390000000,2.829210434
25.56830000000,89.69350000000,2.856224769
25.56630000000,89.69310000000,2.905910643
25.56430000000,89.69260000000,2.971740627
25.56240000000,89.69210000000,3.043350376
25.56050000000,89.69150000000,3.089676584
25.55860000000,89.69090000000,3.072055384
25.55680000000,89.69020000000,2.958711151
25.55510000000,89.68950000000,2.743737811
25.55340000000,89.68880000000,2.556140578
25.55180000000,89.68810000000,2.337236535
25.55010000000,89.68730000000,2.053618321
25.54860000000,89.68660000000,2.317237857
25.54700000000,89.68590000000,1.858231878
25.54550000000,89.68520000000,1.114875418
25.54400000000,89.68440000000,0.728191825
25.54230000000,89.68350000000,0
25.54040000000,89.68260000000,5.32E-06
25.53840000000,89.68170000000,1.56E-07
25.53640000000,89.68080000000,1.19E-06
25.53450000000,89.67990000000,6.01E-07
25.53260000000,89.67920000000,3.97E-06
25.53090000000,89.67850000000,2.89E-05
25.52920000000,89.67780000000,2.80E-06
25.52740000000,89.67710000000,1.31E-06
25.52560000000,89.67640000000,6.86E-07
25.52370000000,89.67570000000,7.26E-06
25.52170000000,89.67490000000,1.90E-06
25.51970000000,89.67420000000,1.70E-05
25.51780000000,89.67340000000,6.36E-06
25.51580000000,89.67260000000,2.06E-05
25.51370000000,89.67180000000,5.14E-05
25.51140000000,89.67090000000,7.06E-06
25.50910000000,89.67000000000,0.000155006
25.50670000000,89.66920000000,0.000349523
25.50430000000,89.66830000000,0.000861761
25.50190000000,89.66750000000,0.003429681
25.49950000000,89.66680000000,0.009515698
25.49710000000,89.66610000000,0.013653426
25.49470000000,89.66540000000,0.009138638
25.49040000000,89.66440000000,1.54E-25
25.48840000000,89.66400000000,7.62E-25
25.48640000000,89.66360000000,1.18E-24
25.48440000000,89.66320000000,5.41E-25
25.48250000000,89.66280000000,7.56E-25
25.48060000000,89.66250000000,2.51E-24
25.47880000000,89.66220000000,1.63E-24
25.47690000000,89.66200000000,2.09E-24
25.47500000000,89.66170000000,1.89E-24
25.47300000000,89.66140000000,9.74E-25
25.47100000000,89.66110000000,2.95E-25
25.46900000000,89.66080000000,5.79E-26
25.46710000000,89.66050000000,1.28E-25
25.46510000000,89.66010000000,7.84E-26
25.46290000000,89.65980000000,1.86E-26
25.46060000000,89.65940000000,3.14E-26
25.45820000000,89.65890000000,7.20E-26
25.45580000000,89.65840000000,2.53E-25
25.45340000000,89.65790000000,6.36E-25
25.45090000000,89.65720000000,5.32E-25
25.44830000000,89.65650000000,1.38E-25
25.44560000000,89.65580000000,1.09E-26
25.44290000000,89.65500000000,1.68E-26
25.44030000000,89.65430000000,1.53E-25
25.43780000000,89.65360000000,2.10E-25
25.43530000000,89.65290000000,4.21E-26
25.43290000000,89.65230000000,7.31E-26
25.43040000000,89.65170000000,3.09E-27
25.42790000000,89.65110000000,7.26E-26
25.42520000000,89.65050000000,1.05E-25
25.42240000000,89.64990000000,5.89E-26
25.41960000000,89.64930000000,5.01E-26
25.41660000000,89.64870000000,2.99E-26
25.41370000000,89.64820000000,1.65E-25
25.41070000000,89.64770000000,9.24E-26
25.40770000000,89.64720000000,1.95E-25
25.40450000000,89.64670000000,1.80E-25
25.40140000000,89.64630000000,2.03E-25
25.39820000000,89.64590000000,1.83E-25
25.39510000000,89.64550000000,1.33E-25
25.39190000000,89.64510000000,9.78E-25
25.38870000000,89.64460000000,1.65E-24
25.38530000000,89.64400000000,1.08E-24
25.38200000000,89.64350000000,1.01E-24
25.37870000000,89.64290000000,5.82E-25
25.37540000000,89.64230000000,5.79E-25
25.37220000000,89.64180000000,1.26E-24
25.36890000000,89.64130000000,1.41E-24
25.36580000000,89.64080000000,1.23E-24
25.36270000000,89.64030000000,1.01E-24
25.35980000000,89.63980000000,6.44E-25
25.35700000000,89.63930000000,9.98E-25
25.35440000000,89.63880000000,1.12E-24
25.35180000000,89.63830000000,1.02E-24
25.34930000000,89.63770000000,9.10E-25
25.34670000000,89.63710000000,4.34E-25
25.34380000000,89.63640000000,3.43E-25
25.34080000000,89.63570000000,2.95E-25
25.33780000000,89.63500000000,2.81E-25
25.33490000000,89.63440000000,2.72E-25
25.33200000000,89.63390000000,2.11E-25
25.32910000000,89.63340000000,1.35E-25
25.32600000000,89.63290000000,1.17E-25
25.32280000000,89.63250000000,3.68E-26
25.31960000000,89.63210000000,1.16E-25
25.31670000000,89.63180000000,1.53E-24
25.31400000000,89.63160000000,3.79E-24
25.31130000000,89.63130000000,6.20E-24
25.30830000000,89.63110000000,4.72E-24
25.30510000000,89.63090000000,2.66E-24
25.30200000000,89.63070000000,8.33E-25
25.29930000000,89.63050000000,4.11E-25
25.29700000000,89.63030000000,2.83E-25
25.29480000000,89.63000000000,4.44E-26
25.29250000000,89.62960000000,1.90E-26
25.28990000000,89.62900000000,1.22E-25
25.28720000000,89.62850000000,4.17E-25
25.28460000000,89.62800000000,3.88E-25
25.28210000000,89.62750000000,9.26E-26
25.27950000000,89.62700000000,1.17E-25
25.27690000000,89.62660000000,5.96E-26
25.27400000000,89.62610000000,3.67E-26
25.27110000000,89.62560000000,2.76E-26
25.26800000000,89.62500000000,1.74E-25
25.26480000000,89.62450000000,2.08E-25
25.26140000000,89.62380000000,3.88E-25
25.25790000000,89.62300000000,2.06E-25
25.25440000000,89.62210000000,3.58E-26
25.25100000000,89.62130000000,1.68E-25
25.24810000000,89.62060000000,7.43E-25
25.24550000000,89.62000000000,1.24E-24
25.24300000000,89.61950000000,2.69E-25
25.24030000000,89.61890000000,2.84E-25
25.23750000000,89.61830000000,5.00E-25
25.23450000000,89.61770000000,7.00E-25
25.23140000000,89.61700000000,5.94E-25
25.22830000000,89.61640000000,4.84E-25
25.22520000000,89.61580000000,3.69E-25
25.22200000000,89.61520000000,1.63E-25
25.21870000000,89.61460000000,2.40E-25
25.21550000000,89.61410000000,2.15E-25
25.21240000000,89.61370000000,2.22E-25
25.20940000000,89.61330000000,6.42E-26
25.20640000000,89.61290000000,2.77E-26
25.20330000000,89.61250000000,7.21E-26
25.19990000000,89.61210000000,9.85E-27
25.19630000000,89.61180000000,1.54E-26
25.19250000000,89.61140000000,1.13E-25
25.18850000000,89.61120000000,2.77E-25
25.18440000000,89.61100000000,2.27E-25
25.18040000000,89.61080000000,5.49E-25
25.17650000000,89.61060000000,2.99E-25
25.17280000000,89.61040000000,4.54E-25
25.16920000000,89.61020000000,2.60E-25
25.16570000000,89.61000000000,3.60E-25
25.16220000000,89.60980000000,3.99E-25
25.15870000000,89.60960000000,2.02E-25
25.15510000000,89.60940000000,1.66E-25
25.15160000000,89.60940000000,8.60E-26
25.14830000000,89.60930000000,4.32E-25
25.14510000000,89.60930000000,6.33E-25
25.14190000000,89.60930000000,6.05E-25
25.13860000000,89.60940000000,5.88E-25
25.13520000000,89.60940000000,7.15E-25
25.13180000000,89.60950000000,5.89E-25
25.12870000000,89.60950000000,4.75E-25
25.12580000000,89.60950000000,2.01E-25
25.12310000000,89.60950000000,1.37E-25
25.12040000000,89.60930000000,1.96E-25
25.11760000000,89.60920000000,7.18E-26
25.11480000000,89.60900000000,4.06E-26
25.11190000000,89.60880000000,1.26E-25
25.10900000000,89.60850000000,9.96E-26
25.10610000000,89.60830000000,4.33E-26
25.10310000000,89.60800000000,7.97E-27
25.10010000000,89.60770000000,3.89E-26
25.09710000000,89.60740000000,4.06E-26
25.09400000000,89.60710000000,6.47E-26
25.09100000000,89.60680000000,2.45E-25
25.08790000000,89.60650000000,2.61E-25
25.08490000000,89.60620000000,2.50E-25
25.08190000000,89.60590000000,1.93E-25
25.07890000000,89.60560000000,1.53E-25
25.07580000000,89.60530000000,8.98E-26
25.07260000000,89.60500000000,3.45E-26
25.06930000000,89.60470000000,1.64E-25
25.06600000000,89.60440000000,1.02E-25
25.06260000000,89.60410000000,3.07E-26
25.05920000000,89.60370000000,1.88E-26
25.05580000000,89.60340000000,5.81E-26
25.05230000000,89.60300000000,3.13E-26
25.04900000000,89.60270000000,7.83E-26
25.04570000000,89.60230000000,5.90E-26
25.04250000000,89.60190000000,1.11E-26
25.02560000000,89.59930000000,0.019423772
25.02200000000,89.59860000000,0.036814792
25.01840000000,89.59800000000,0.063324596
25.01470000000,89.59740000000,0.070527901
25.01100000000,89.59670000000,0.052574434
25.00740000000,89.59610000000,0.05560032
25.00370000000,89.59540000000,0.067397567
24.99990000000,89.59480000000,0.054363877
24.99620000000,89.59420000000,0.071205703
24.99250000000,89.59370000000,0.125338113
24.98870000000,89.59320000000,0.175382397
24.98500000000,89.59270000000,0.219150552
24.98130000000,89.59230000000,0.145921542
24.97750000000,89.59190000000,0.098954948
24.97370000000,89.59160000000,0.172257068
24.97000000000,89.59130000000,0.243447864
24.96640000000,89.59110000000,0.304185621
24.96270000000,89.59080000000,0.360395121
24.95890000000,89.59060000000,0.381075723
24.95480000000,89.59050000000,0.366269398
24.95050000000,89.59040000000,0.354600179
24.94580000000,89.59050000000,0.352432519
24.94080000000,89.59070000000,0.38444962
24.93570000000,89.59100000000,0.390196626
24.93060000000,89.59140000000,0.349871028
24.92570000000,89.59180000000,0.372609047
24.92080000000,89.59220000000,0.366328165
24.91570000000,89.59270000000,0.293289817
24.91050000000,89.59320000000,0.243227872
24.90510000000,89.59380000000,0.22694058
24.89960000000,89.59450000000,0.247812655
24.89390000000,89.59520000000,0.279747349
24.88810000000,89.59600000000,0.314846648
24.88200000000,89.59680000000,0.350933489
24.87570000000,89.59760000000,0.352006863
24.86940000000,89.59860000000,0.30230271
24.86290000000,89.59980000000,0.249221212
24.85660000000,89.60130000000,0.196415644
24.85050000000,89.60290000000,0.131090338
24.84480000000,89.60460000000,0.103032812
24.83960000000,89.60620000000,0.091920142
24.83460000000,89.60780000000,0.0933282
24.82980000000,89.60930000000,0.095751996
24.82510000000,89.61070000000,0.09628355
24.82050000000,89.61200000000,0.096018503
24.81600000000,89.61340000000,0.095284312
24.81140000000,89.61470000000,0.094600729
24.80700000000,89.61610000000,0.094566423
24.80270000000,89.61760000000,0.095198184
24.79850000000,89.61890000000,0.095953017
24.79440000000,89.62030000000,0.096143971
24.79010000000,89.62170000000,0.095199006
24.78580000000,89.62300000000,0.092981722
24.78140000000,89.62430000000,0.089906553
24.77680000000,89.62560000000,0.086559383
24.77210000000,89.62690000000,0.083199203
24.76740000000,89.62820000000,0.079679869
24.76260000000,89.62960000000,0.075878957
24.75770000000,89.63100000000,0.072173471
24.75280000000,89.63260000000,0.069213415
24.74770000000,89.63420000000,0.067646509
24.74240000000,89.63600000000,0.067281424
24.73700000000,89.63790000000,0.067549355
24.73150000000,89.64000000000,0.068335431
24.72610000000,89.64200000000,0.068908155
24.72060000000,89.64410000000,0.068400774
24.71520000000,89.64620000000,0.069847605
24.70990000000,89.64830000000,0.103130464
24.70460000000,89.65040000000,0.162915145
24.69960000000,89.65250000000,0.190184205
24.69490000000,89.65460000000,0.198866387
24.69040000000,89.65660000000,0.172791254
24.68620000000,89.65860000000,0.107271038
24.68220000000,89.66040000000,0.148030489
24.67820000000,89.66220000000,0.193309544
24.67430000000,89.66410000000,0.099926505
24.67030000000,89.66590000000,0.045335092
24.66630000000,89.66760000000,0.080921502
24.66220000000,89.66920000000,0.139963978
24.65800000000,89.67070000000,0.19129615
24.65340000000,89.67210000000,0.215067403
24.64830000000,89.67340000000,0.212690695
24.64270000000,89.67460000000,0.239402038
24.63670000000,89.67570000000,0.217178881
24.63060000000,89.67660000000,0.134245577
24.62440000000,89.67740000000,0.098011079
24.61820000000,89.67830000000,0.078270602
24.61210000000,89.67950000000,0.064812677
24.60630000000,89.68090000000,0.055481599
24.60090000000,89.68250000000,0.050088603
24.59620000000,89.68400000000,0.047635324
24.59220000000,89.68550000000,0.046840316
24.58820000000,89.68690000000,0.046764439
24.58380000000,89.68840000000,0.046968297
24.57870000000,89.69020000000,0.047119912
24.57300000000,89.69220000000,0.047214405
24.56670000000,89.69450000000,0.047787898
24.55960000000,89.69690000000,0.049226603
24.55170000000,89.69950000000,0.050762907
24.54290000000,89.70220000000,0.049790389
24.53350000000,89.70510000000,0.04613537
24.52390000000,89.70800000000,0.044007755
24.51480000000,89.71110000000,0.043118364
24.50650000000,89.71410000000,0.042031007
24.49950000000,89.71680000000,0.046691512
24.49380000000,89.71910000000,0.049053816
24.48930000000,89.72100000000,0.047714397
24.48530000000,89.72250000000,0.053903659
24.48130000000,89.72400000000,0.061652747
24.47710000000,89.72540000000,0.068854806
24.47250000000,89.72690000000,0.071915513
24.46770000000,89.72820000000,0.067721086
24.46270000000,89.72910000000,0.064008377
24.45740000000,89.72980000000,0.058789312
24.45180000000,89.73020000000,0.050293425
24.44610000000,89.73030000000,0.05573792
24.44030000000,89.73020000000,0.047886171
24.43440000000,89.73010000000,0.019236244
24.42240000000,89.72990000000,6.31E-25
24.41610000000,89.72980000000,1.02E-24
24.40960000000,89.72980000000,4.56E-25
24.40290000000,89.73000000000,6.41E-25
24.39600000000,89.73040000000,8.37E-25
24.38880000000,89.73080000000,9.31E-25
24.38120000000,89.73130000000,1.14E-24
24.37330000000,89.73170000000,1.79E-24
24.36520000000,89.73170000000,6.56E-24
24.35700000000,89.73140000000,4.40E-24
24.34890000000,89.73080000000,7.43E-26
24.34100000000,89.72990000000,1.82E-24
24.33340000000,89.72900000000,3.21E-24
24.32600000000,89.72810000000,3.90E-25
24.31880000000,89.72720000000,3.49E-25
24.31190000000,89.72650000000,3.93E-25
24.30510000000,89.72570000000,4.86E-25
24.29840000000,89.72500000000,3.79E-25
24.29180000000,89.72430000000,7.83E-26
24.28530000000,89.72340000000,1.10E-25
24.27870000000,89.72250000000,4.82E-27
24.27220000000,89.72160000000,5.60E-26
24.26550000000,89.72060000000,1.04E-26
24.25890000000,89.71970000000,7.58E-26
24.25230000000,89.71890000000,1.27E-25
24.24590000000,89.71820000000,1.18E-25
24.23960000000,89.71740000000,5.28E-26
24.22650000000,89.71500000000,0.009967744
24.21960000000,89.71340000000,0.020794883
24.21260000000,89.71170000000,0.024441375
24.20570000000,89.71040000000,0.0250539
24.19910000000,89.70960000000,0.025030864
24.19290000000,89.70920000000,0.02566509
24.18740000000,89.70910000000,0.027636739
24.18250000000,89.70890000000,0.030769649
24.17760000000,89.70840000000,0.034169912
24.17230000000,89.70740000000,0.036279995
24.16650000000,89.70580000000,0.036568413
24.16020000000,89.70370000000,0.036414077
24.15350000000,89.70150000000,0.031829299
24.14670000000,89.69940000000,0.024207907
24.13980000000,89.69760000000,0.022298181
24.13290000000,89.69600000000,0.02802433
24.12590000000,89.69480000000,0.016659047
24.11880000000,89.69400000000,1.94E-25
24.11150000000,89.69330000000,0.00862328
24.10390000000,89.69260000000,0.018567696
24.09570000000,89.69170000000,0.019577777
24.08690000000,89.69030000000,0.01857229
24.07740000000,89.68830000000,0.018294598
24.06750000000,89.68590000000,0.019363096
24.05730000000,89.68350000000,0.021529902
24.04730000000,89.68120000000,0.011780215
24.03780000000,89.67930000000,1.87E-25
24.02910000000,89.67770000000,2.40E-25
24.02130000000,89.67650000000,0.004167154
24.01430000000,89.67560000000,0.013056979
24.00800000000,89.67470000000,0.020403974
24.00230000000,89.67400000000,0.022578546
23.99710000000,89.67320000000,0.024608918
23.99200000000,89.67240000000,0.025550043
23.98700000000,89.67150000000,0.024316125
23.98200000000,89.67080000000,0.021543017
23.97720000000,89.67020000000,0.019220034
23.97250000000,89.66970000000,0.017585584
23.96780000000,89.66940000000,0.016605632
23.96310000000,89.66920000000,0.016248468
23.95820000000,89.66910000000,0.016501575
23.95310000000,89.66900000000,0.017270904
23.94780000000,89.66910000000,0.018026615
23.94250000000,89.66930000000,0.018878281
23.93700000000,89.66950000000,0.021525952
23.93140000000,89.66990000000,0.024774109
23.92580000000,89.67030000000,0.026826878
23.92010000000,89.67080000000,0.028115629
23.91450000000,89.67140000000,0.028783209
23.90900000000,89.67220000000,0.028832304
23.90370000000,89.67310000000,0.035865307
23.89880000000,89.67410000000,0.04155895
23.89410000000,89.67520000000,0.038919379
23.88940000000,89.67630000000,0.035554313
23.88450000000,89.67770000000,0.034699326
23.87930000000,89.67920000000,0.035515612
23.87400000000,89.68080000000,0.035436057
23.86870000000,89.68250000000,0.034393322
23.86360000000,89.68420000000,0.034301778
