x,y,z
23.7912154,89.60721668,0
23.79115723,89.60739202,0
23.79109833,89.60756847,0
23.79103871,89.60774602,0
23.79097835,89.60792465,0
23.79091729,89.60810436,0
23.7908555,89.60828513,0
23.79079301,89.60846695,0
23.79072981,89.6086498,0
23.79066592,89.60883368,0
23.79060133,89.60901857,0
23.79053607,89.60920445,0
23.79047013,89.60939133,0
23.79040353,89.60957918,0
23.79033626,89.60976799,0
23.79026833,89.60995778,0
23.79019975,89.61014851,0
23.79013053,89.61034019,0
23.79006066,89.6105328,0
23.78999016,89.61072634,0
23.78991903,89.61092079,0
23.78984728,89.61111615,0
23.78977491,89.6113124,0
23.78970193,89.61150952,0
23.78962835,89.6117075,0
23.78955419,89.61190632,0
23.78947944,89.61210594,0
23.78940411,89.61230633,0
23.7893282,89.61250743,0
23.78925172,89.61270915,0
23.78917465,89.61291137,0
23.78909697,89.61311397,0
23.78901868,89.61331682,0
23.78893976,89.61351982,0
23.78886016,89.61372286,0.043121
23.78877986,89.61392582,0.025555
23.78869882,89.6141286,0
23.78861703,89.61433111,0.034484
23.78853444,89.61453325,0.053485
23.78845103,89.61473491,0
23.78836678,89.61493601,0
23.78828163,89.61513645,0
23.78819557,89.61533612,0
23.78810857,89.61553495,0
23.78802059,89.61573285,0
23.78793161,89.61592973,0
23.78784161,89.61612551,0
23.78775055,89.6163201,0
23.78765841,89.61651341,0
23.78756519,89.61670536,0
23.78747085,89.61689586,0
23.78737538,89.61708483,0
23.78727876,89.61727219,0
23.78718099,89.61745785,0
23.78708206,89.61764175,0
23.78698195,89.6178238,0
23.78688066,89.61800395,0
23.78677819,89.61818215,0
23.78667455,89.61835834,0
23.78656975,89.6185325,0
23.7864638,89.61870464,0
23.7863567,89.61887482,0
23.78624845,89.61904322,0
23.78613906,89.61921002,0
23.78602859,89.6193754,0
23.78591708,89.61953955,0
23.78580461,89.61970265,0
23.78569124,89.61986485,0
23.78557704,89.62002634,0
23.78546211,89.62018728,0
23.78534652,89.62034783,0
23.78523037,89.62050817,0
23.78511375,89.62066846,0
23.78499675,89.62082885,0
23.78487948,89.62098951,0
23.78476203,89.62115061,0
23.7846445,89.6213123,0
23.78452701,89.62147475,0
23.78440967,89.62163811,0
23.7842926,89.62180253,0
23.78417591,89.62196818,0
23.78405973,89.62213522,0
23.78394419,89.62230379,0
23.78382943,89.62247404,0
23.7837156,89.62264612,0
23.78360282,89.62282017,0
23.78349125,89.62299632,0
23.78338104,89.62317469,0
23.78327234,89.6233554,0
23.78316531,89.62353854,0
23.7830601,89.62372418,0
23.78295686,89.62391236,0
23.78285572,89.62410311,0
23.78275674,89.62429645,0
23.78265997,89.62449237,0
23.78256537,89.62469086,0
23.78247288,89.62489189,0
23.78238242,89.62509543,0
23.78229388,89.62530149,0
23.78220714,89.62551006,0.000001
23.78212206,89.62572116,0.000003
23.7820385,89.62593479,0.000006
23.78195633,89.626151,0.000012
23.78187539,89.62636981,0.000024
23.78179551,89.62659128,0.000045
23.78171655,89.62681545,0.000078
23.78163835,89.62704239,0.000126
23.78156076,89.62727216,0.000191
23.7814836,89.62750483,0.000273
23.78140673,89.62774048,0.000366
23.78132999,89.62797919,0.000458
23.78125322,89.62822103,0.000528
23.78117627,89.62846611,0.00055
23.78109898,89.6287145,0.000508
23.7810212,89.62896633,0.000403
23.78094277,89.62922168,0.000298
23.78086354,89.62948068,0.000322
23.78078335,89.62974343,0.000543
23.78070205,89.63001006,0.001163
23.78061949,89.63028072,0.002479
23.78053552,89.63055554,0.004748
23.78044998,89.63083468,0.00821
23.78036273,89.63111833,0.013066
23.78027362,89.6314067,0.019465
23.78018253,89.63170001,0.027485
23.78008943,89.63199836,0.037074
23.77999443,89.63230172,0.048018
23.77989767,89.63261003,0.060043
23.77979934,89.63292323,0.072945
23.77969967,89.63324122,0.086519
23.77959886,89.63356392,0.100453
23.77949716,89.63389123,0.11442
23.77939484,89.63422302,0.128065
23.77929214,89.63455918,0.14095
23.77918933,89.63489962,0.152644
23.77908667,89.63524419,0.162844
23.77898446,89.63559281,0.171325
23.77888296,89.63594534,0.177903
23.77878245,89.63630168,0.182417
23.77868324,89.63666171,0.18475
23.77858561,89.63702531,0.184854
23.77848988,89.63739236,0.182733
23.77839634,89.63776274,0.178443
23.7783053,89.63813636,0.172103
23.77821708,89.63851308,0.163912
23.77813199,89.63889277,0.154201
23.77805037,89.63927529,0.143521
23.77797256,89.63966051,0.132468
23.77789889,89.64004827,0.121494
23.77782971,89.64043837,0.111178
23.77776538,89.64083062,0.102521
23.77770626,89.64122476,0.096948
23.7776527,89.64162052,0.0986
23.77760504,89.64201756,0.106518
23.77756361,89.64241546,0.118111
23.77752869,89.64281374,0.131181
23.77750044,89.64321183,0.14393
23.77747887,89.6436092,0.156769
23.77746378,89.64400539,0.169171
23.77745491,89.6444,0.179147
23.7774519,89.64479272,0.193143
23.7774544,89.64518331,0.211006
23.77746204,89.64557155,0.232489
23.77747443,89.64595729,0.256925
23.77749118,89.64634038,0.283613
23.77751192,89.64672073,0.312505
23.77753626,89.64709824,0.343273
23.77756383,89.64747285,0.37528
23.77759427,89.64784451,0.408131
23.77762722,89.64821317,0.441479
23.77766233,89.64857883,0.474986
23.77769925,89.64894144,0.508214
23.77773767,89.64930099,0.540697
23.77777723,89.64965747,0.572048
23.77781763,89.65001086,0.601869
23.77785855,89.65036119,0.629892
23.7778997,89.65070841,0.655976
23.77794075,89.65105252,0.680172
23.77798143,89.65139353,0.702644
23.77802143,89.65173141,0.723554
23.77806049,89.65206616,0.743032
23.77809829,89.65239776,0.7612
23.77813459,89.65272622,0.778095
23.77816912,89.65305154,0.793741
23.77820163,89.65337374,0.80818
23.77823187,89.65369285,0.821405
23.77825963,89.65400889,0.833416
23.77828471,89.65432194,0.844208
23.77830701,89.65463214,0.853895
23.7783265,89.65493966,0.862755
23.77834324,89.65524468,0.871029
23.77835733,89.65554739,0.878824
23.77836888,89.65584792,0.886178
23.77837799,89.65614638,0.89315
23.77838479,89.65644287,0.899796
23.77838939,89.65673751,0.906103
23.77839192,89.65703037,0.912094
23.77839252,89.65732154,0.917822
23.77839132,89.65761111,0.923325
23.77838847,89.65789914,0.928639
23.77838407,89.6581857,0.933763
23.7783783,89.65847088,0.938778
23.77837129,89.65875476,0.94377
23.77836317,89.65903741,0.949189
23.7783541,89.65931888,0.954799
23.77834423,89.65959926,0.959941
23.77833369,89.65987864,0.964721
23.77832267,89.66015709,0.969289
23.7783113,89.66043466,0.973785
23.77829975,89.66071141,0.978169
23.77828817,89.66098741,0.982301
23.77827673,89.66126273,0.986179
23.7782656,89.6615374,0.989803
23.77825495,89.66181149,0.99319
23.77824494,89.66208501,0.996379
23.77823573,89.66235802,0.999364
23.7782275,89.66263054,1.002145
23.77822041,89.66290256,1.004744
23.77821463,89.66317408,1.007164
23.77821028,89.66344505,1.009623
23.77820751,89.66371541,1.012973
23.77820639,89.66398502,1.017203
23.77820692,89.6642537,1.021482
23.7782091,89.66452128,1.025616
23.77821289,89.66478761,1.029625
23.77821825,89.66505254,1.033517
23.77822514,89.66531597,1.037267
23.77823349,89.66557777,1.04087
23.77824326,89.66583786,1.044332
23.77825439,89.66609614,1.047638
23.77826682,89.66635252,1.050796
23.77828049,89.66660691,1.05381
23.77829535,89.66685922,1.056656
23.77831133,89.6671094,1.059336
23.77832837,89.66735735,1.061877
23.77834643,89.66760299,1.064255
23.77836543,89.66784626,1.066461
