23.8174478501,89.8394359782,1
23.8190873453,89.8391022844,1
23.8207095612,89.8387727493,1
23.8223195672,89.8384471371,1
23.8239202421,89.8381253874,1
23.8255138921,89.8378074643,1
23.8271027231,89.8374933524,1
23.8286887045,89.8371830514,1
23.8302735770,89.8368765907,1
23.8318588492,89.8365740531,1
23.8334458275,89.8362755853,1
23.8350356748,89.8359813676,1
23.8366293263,89.8356916367,1
23.8382270740,89.8354066978,1
23.8398286104,89.8351269256,1
23.8414335827,89.8348526693,1
23.8430417202,89.8345842418,1
23.8446527297,89.8343219344,1
23.8462663243,89.8340660128,1
23.8478823903,89.8338167083,1
23.8495009986,89.8335742084,1
23.8511222415,89.8333387030,1
23.8527461978,89.8331103827,1
23.8543729292,89.8328894440,1
23.8560024748,89.8326760848,1
23.8576348095,89.8324705095,1
23.8592698568,89.8322729258,1
23.8609075582,89.8320835363,1
23.8625478933,89.8319025341,1
23.8641908622,89.8317301039,1
23.8658364390,89.8315664289,1
23.8674843619,89.8314116954,1
23.8691341506,89.8312660929,1
23.8707853763,89.8311297982,1
23.8724376986,89.8310029752,1
23.8740907609,89.8308857867,1
23.8757441858,89.8307783878,1
23.8773976808,89.8306809296,1
23.8790510500,89.8305935551,1
23.8807041429,89.8305164094,1
23.8823568304,89.8304496385,1
23.8840089591,89.8303933961,1
23.8856603377,89.8303478391,1
23.8873107252,89.8303131275,1
23.8889598417,89.8302894260,1
23.8906074292,89.8302768936,1
23.8922532511,89.8302756960,1
23.8938970375,89.8302859993,1
23.8955385230,89.8303079818,1
23.8971776718,89.8303418633,1
23.8988147018,89.8303879014,1
23.9004499891,89.8304463641,1
23.9020840136,89.8305175138,1
23.9037172147,89.8306016068,1
23.9053499963,89.8306988946,1
23.9069828546,89.8308096295,1
23.9086164015,89.8309340717,1
23.9102513219,89.8310724939,1
23.9118883549,89.8312251798,1
23.9135282327,89.8313924198,1
23.9151716464,89.8315745122,1
23.9168191510,89.8317717381,1
23.9184711957,89.8319843666,1
23.9201283398,89.8322126777,1
23.9217912647,89.8324569610,1
23.9234606012,89.8327175025,1
23.9251367630,89.8329945026,1
23.9268194637,89.8332878445,1
23.9285077316,89.8335970859,1
23.9302004739,89.8339217090,1
23.9318965943,89.8342611891,1
23.9335948870,89.8346149690,1
23.9352940523,89.8349824711,1
23.9369928601,89.8353631295,1
23.9386901671,89.8357563909,1
23.9403848317,89.8361617057,1
23.9420756943,89.8365785196,1
23.9437615798,89.8370062772,1
23.9454412808,89.8374444152,1
23.9471134885,89.8378923418,1
23.9487768121,89.8383494351,1
23.9504299003,89.8388150826,1
23.9520714535,89.8392886737,1
23.9537001079,89.8397695773,1
23.9553146261,89.8402571886,1
23.9569147584,89.8407511993,1
23.9585012618,89.8412515967,1
23.9600751327,89.8417584486,1
23.9616373971,89.8422718354,1
23.9631890462,89.8427918316,1
23.9647310309,89.8433184982,1
23.9662643334,89.8438519108,1
23.9677899715,89.8443921577,1
23.9693089671,89.8449393313,1
23.9708223371,89.8454935269,1
23.9723310799,89.8460548319,1
23.9738361692,89.8466233299,1
23.9753385417,89.8471990879,1
23.9768390998,89.8477821610,1
23.9783387414,89.8483726035,1
23.9798383588,89.8489704677,1
23.9813387895,89.8495757804,1
23.9828407089,89.8501885175,1
23.9843442397,89.8508085041,1
23.9858489578,89.8514354254,1
23.9873543307,89.8520689421,1
23.9888598206,89.8527087226,1
23.9903648932,89.8533544374,1
23.9918690189,89.8540057600,1
23.9933716814,89.8546623686,1
23.9948723799,89.8553239541,1
23.9963706264,89.8559902095,1
23.9978659398,89.8566608356,1
23.9993578268,89.8573355232,1
24.0008457729,89.8580139593,1
24.0023292376,89.8586958142,1
24.0038076587,89.8593807503,1
24.0052804876,89.8600684310,1
24.0067471873,89.8607585204,1
24.0082071803,89.8614506622,1
24.0096599081,89.8621444971,1
24.0111050911,89.8628397667,1
24.0125427374,89.8635363195,1
24.0139729129,89.8642340235,1
24.0153956770,89.8649327458,1
24.0168110566,89.8656323369,1
24.0182190480,89.8663326353,1
24.0196196583,89.8670334856,1
24.0210129018,89.8677347402,1
24.0223987711,89.8684362366,1
24.0237772355,89.8691378056,1
24.0251482856,89.8698392889,1
24.0265119196,89.8705405318,1
24.0278680533,89.8712413356,1
24.0292165258,89.8719414594,1
24.0305571923,89.8726406701,1
24.0318899298,89.8733387395,1
24.0332145456,89.8740353972,1
24.0345309368,89.8747304197,1
24.0358397926,89.8754240256,1
24.0371426086,89.8761168860,1
24.0384410023,89.8768097558,1
24.0397365625,89.8775033818,1
24.0410308820,89.8781985209,1
24.0423255641,89.8788959378,1
24.0436221918,89.8795963866,1
24.0449223158,89.8803006067,1
24.0462274740,89.8810093287,1
24.0475391943,89.8817232754,1
24.0488590129,89.8824431745,1
24.0501884731,89.8831697559,1
24.0515290973,89.8839037337,1
24.0528823972,89.8846458122,1
24.0542498909,89.8853966823,1
24.0556331186,89.8861570326,1
24.0570336437,89.8869275805,1
24.0584528510,89.8877089098,1
24.0598911341,89.8885008860,1
24.0613478772,89.8893026171,1
24.0628222526,89.8901129791,1
24.0643134112,89.8909307662,1
24.0658205056,89.8917547656,1
24.0673426831,89.8925837754,1
24.0688790420,89.8934165551,1
24.0704286313,89.8942518260,1
